id,country,Source
1380,DE,HOCHSCHULE RHEIN-WAAL-HSRW RHINE-WAAL UNIVERSITY OF APPLIED SCIENCES
1381,DE,HOCHSCHULE RHEINMAIN
1382,DE,HOCHSCHULE RUHR WEST
1383,DE,HOCHSCHULE SCHMALKALDEN
1384,DE,HOCHSCHULE STRALSUND
1385,DE,HOCHSCHULE TRIER
1386,DE,HOCHSCHULE WEIHENSTEPHAN-TRIESDORF
1387,DE,HOCHSCHULE WISMAR
1388,DE,HOCHSCHULE WORMS
1389,DE,HOCHSCHULE ZITTAU/GOERLITZ
1390,SE,HOEGSKOLAN I BORAS
1391,SE,HOEGSKOLAN KRISTIANSTAD
1392,BE,HOGERE ZEEVAARTSCHOOL ANTWERPEN
1393,BE,HOGESCHOOL GENT
1394,NL,HOGESCHOOL IPABO
1395,BE,HOGESCHOOL PXL
1396,BE,HOGESCHOOL WEST-VLAANDEREN HOWEST
1397,SE,HOGSKOLAN DALARNA
1398,SE,HOGSKOLAN I  HALMSTAD
1399,SE,HOGSKOLAN I GAVLE
1400,SE,HOGSKOLAN I SKOVDE
1401,SE,HOGSKOLAN VAST
1402,NO,HOGSKOLEN I INNLANDET
1403,NO,HOGSKOLEN I MOLDE
1404,NO,HOGSKOLEN I OSTFOLD
1405,NO,HOGSKULEN PA VESTLANDET
1406,IL,HOLON INSTITUTE OF TECHNOLOGY
1407,HK,HONG KONG POLYTECHNIC UNIVERSITY
1408,HR,HRVATSKO KATOLICKO SVEUCILISTE
1409,VN,HUE UNIVERSITY
1410,VN,HUE UNIVERSITY OF MEDICINE AND PHARMACY
1411,VN,HUE UNIVERSITY OF SCIENCE
1412,KR,HUFS RESEARCH & BUSINESS FOUNDATION
1413,DE,HUMBOLDT-UNIVERSITAET ZU BERLIN
1414,CN,HUNAN NORMAL UNIVERSITY
1415,SE,HÖGSKOLAN I BORÅS
1416,NO,HØGSKULEN I VOLDA
1417,NO,HØYSKOLEN KRISTIANIA
1418,TW,I-SHOU UNIVERSITY
1419,KG,I.K. AKHUNBAEV KYRGYZ STATE MEDICAL ACADEMY
1420,FR,I.S.B.A. - INSTITUT SUPÉRIEUR DES BEAUX-ARTS BESANÇON/FRANCHE-COMTÉ
1421,GE,IAKOB GOGEBASHVILI TELAVI STATE UNIVERSITY
1422,MA,IBN TOFAIL UNIVERSITY
1423,DZ,IBN-KHALDOUN UNIVERSITY TIARET
1424,HU,IBS NEMZETKÖZI ÜZLETI FOISKOLA
1425,BE,ICHEC - ECAM - ISFSC
1426,FR,IDAA
1427,ES,IE UNIVERSIDAD
1428,IT,IED ISTITUTO EUROPEO DI DESIGN S.P.A.
1429,ES,IES FUENTE NUEVA
1430,ES,IES HOTEL ESCUELA
1431,ES,IES MARIA DE ZAYAS Y SOTOMAYOR
1432,ES,IES RIBEIRA DO LOURO
1433,TR,IGDIR UNIVERSITY
1434,BG,IKONOMICHESKI UNIVERSITET - VARNA
1435,FR,ILERI
1436,GE,ILIA STATE UNIVERSITY
1437,GE,ILIA STATE UNIVERSITY*ILIAUNI
1438,US,ILLINOIS INSTITUTE OF TECHNOLOGY
1439,AT,IMC FACHHOCHSCHULE KREMS GMBH
1440,BE,IMEP
1441,RU,IMMANUEL KANT BALTIC FEDERAL UNIVERSITY
1442,UK,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE
1443,FR,IMT ATLANTIQUE BRETAGNE PAYS DE LA LOIRE
1444,FR,IMT LILLE DOUAI
1445,TN,INAT
1446,KR,INCHEON NATIONAL UNIVERSITY
1447,IN,INDIAN INSTITUTE OF ASTROPHYSICS
1448,IN,INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY SHIBPUR
1449,IN,"INDIAN INSTITUTE OF MANAGEMENT SOCIETY, INDORE"
1450,IN,INDIAN INSTITUTE OF SCIENCE EDUCATION AND RESEARCH (IISER) PUNE SOCIETY
1451,IN,INDIAN INSTITUTE OF TECHNOLOGY BOMBAY
1452,IN,INDIAN INSTITUTE OF TECHNOLOGY DELHI
1453,IN,INDIAN INSTITUTE OF TECHNOLOGY GUWAHATI
1454,IN,INDIAN INSTITUTE OF TECHNOLOGY KANPUR
1455,IN,INDIAN INSTITUTE OF TECHNOLOGY MADRAS (IITM)
1456,IN,"INDIAN SCHOOL OF MINES, DHANBAD"
1457,US,INDIANA UNIVERSITY OF PENNSYLVANIA
1458,"ID",INDONESIA INSTITUTE OF THE ARTS YOGYAKARTA
1459,KR,INDUSTRY AND ACADEMIA COOPERATION - MYONGJI UNIVERSITY
1460,KR,INDUSTRY-UNIVERSITY COOPERATION FOUNDATION OF HANYANG UNIVERSITY
1461,LV,INFORMACIJAS SISTEMU MENEDZMENTA AUGSTSKOLA SIA
1462,KZ,INNOVATIVE UNIVERSITY OF EURASIA
1463,TR,INONU UNIVERSITESI
1464,MA,INPT
1465,ES,INS JOAQUIM MIR
1466,IE,INSTITIUID TEICNEOLAIOCHTA BHAILE ATHA CLIATH
1467,MD,INSTITUL PATRIMONIULUI CULTURAL AL ACADEMIEI DE STIINTE A MOLDOVEI
1468,MA,INSTITUT AGRONOMIQUE ET VETERINAIRE HASSAN II
1469,FR,INSTITUT CATHOLIQUE DE LILLE
1470,FR,INSTITUT CATHOLIQUE DE TOULOUSE
1471,FR,INSTITUT D ENSEIGNEMENT SUPERIEUR ET DE RECHERCHE EN ALIMENTATION SANTE ANIMALE SCIENCES AGRONOMIQUES ETDE L ENVIRONNEMENT VETAGRO SUP
1472,FR,INSTITUT D'ETUDES POLITIQUE DE LYON
1473,FR,INSTITUT D'ETUDES POLITIQUES
1474,FR,INSTITUT D'ETUDES POLITIQUES DE BORDEAUX
1475,FR,INSTITUT D'ETUDES POLITIQUES DE GRENOBLE
1476,FR,INSTITUT D'ETUDES POLITIQUES DE PARIS
1477,FR,INSTITUT D'ETUDES POLITIQUES DE RENNES
1478,FR,INSTITUT D'ETUDES POLITIQUES DE TOULOUSE
1479,FR,INSTITUT D'OPTIQUE THEORIQUE ET APPLIQUEE IOTA - SUPOPTIQUE
1480,FR,INSTITUT DE COMMUNICATION APPLIQUÉS
1481,FR,INSTITUT DE COMMUNICATION NANTAIS.
1482,FR,INSTITUT DE FORMATION EN SOINS INFIRMIERS DE L'INSTITUT HOSPITALIER FRANCO BRITANNIQUE- OEUVRE DU PÉRPÉTUEL SECOURS
1483,FR,"INSTITUT DE FORMATION, RECHERCHE, ANIMATION, SANITAIRE ET SOCIAL"
1484,FR,INSTITUT DE GESTION SOCIALE
1485,FR,INSTITUT DE MANAGEMENT ET DE COMMUNICATION INTERCULTURELS ASSOCIATION
1486,FR,INSTITUT DE PREPARATION A L'ADMINISTRATION ET A LA GESTION
1487,ES,INSTITUT DE VIC
1488,ES,INSTITUT DEL TEATRE
1489,MA,INSTITUT DES HAUTES ETUDES DE MANAGEMENT
1490,FR,INSTITUT DES HAUTES ETUDES ECONOMIQUES ET COMMERCIALES
1491,FR,INSTITUT DES SCIENCES ET INDUSTRIES DU VIVANT ET DE L'ENVIRONNEMENT - AGRO PARIS TECH
1492,FR,INSTITUT ECONOMIE SCIENTIFIQUE GESTION
1493,ES,INSTITUT ESCOLA DEL TREBALL
1494,DE,INSTITUT FUER FREMDSPRACHEN-BERUFE GMBH - FACHAKADEMIE FUER UEBERSETZEN UND DOLMETSCHEN
1495,DE,INSTITUT FÜR FREMDSPRACHEN UND AUSLANDSKUNDE BEI DER UNIVERSITÄT ERLANGEN-NÜRNBERG
1496,FR,INSTITUT INTERNAT COMMERCE ET DEVELOPPEMENT
1497,ES,INSTITUT JOAN BROSSA
1498,FR,INSTITUT LIMAYRAC
1499,FR,INSTITUT MEDITERRANÉEN D'ETUDE ET RECHERCHE EN INFORMATIQUE ET ROBOTIQUE
1500,FR,INSTITUT MINES TELECOM - TELECOM PARIS TECH
1501,FR,INSTITUT MINES TELECOM BUSINESS SCHOOL
1502,FR,"INSTITUT MINES TELECOM,  ECOLE NATIONALE SUPERIEURE DES MINES ALBI CARMAUX"
1503,ES,INSTITUT MONTSERRAT ROIG
1504,TN,INSTITUT NATIONAL AGRONOMIQUE DE TUNISIE
1505,FR,"INSTITUT NATIONAL D'ENSEIGNEMENT SUPÉRIEUR POUR L'AGRICULTURE, L'ALIMENTATION ET L'ENVIRONNEMENT"
1506,FR,INSTITUT NATIONAL D'ETUDES SUPERIEURES AGRONOMIQUES DE MONTPELLIER
1507,FR,INSTITUT NATIONAL DE L'INFORMATION GEOGRAPHIQUE ET FORESTIERE
1508,CA,INSTITUT NATIONAL DE LA RECHERCHE SCIENTIFIQUE
1509,FR,INSTITUT NATIONAL DES LANGUES ET CIVILISATIONS ORIENTALES
1510,FR,INSTITUT NATIONAL DES SCIENCES APPLIQUEES CENTRE VAL DE LOIRE
1511,FR,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON
1512,FR,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE RENNES
1513,FR,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE ROUEN
1514,FR,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE TOULOUSE
1515,FR,"INSTITUT NATIONAL DES SCIENCES APPLIQUEES, STRASBOURG"
1516,FR,INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE
1517,CI,INSTITUT NATIONAL POLYTECHNIQUE FELIX HOUPHOUET-BOIGNY
1518,FR,INSTITUT NATIONAL SUPERIEUR DES SCIENCES AGRONOMIQUES DE L'ALIMENTATION ET DE L'ENVIRONEMENT
1519,FR,INSTITUT NATIONAL UNIVERSITAIRE JEAN-FRANCOIS CHAMPOLLION
1520,FR,INSTITUT PAUL BOCUSE ECOLE DE MANAGEMENT
1521,FR,INSTITUT POLYTECHNIQUE DE BORDEAUX
1522,FR,INSTITUT POLYTECHNIQUE DE GRENOBLE
1523,FR,INSTITUT POLYTECHNIQUE DES SCIENCES AVANCÉES
1524,TN,INSTITUT POLYTECHNIQUE PRIVÉ DES SCIENCES AVANCÉES DE SFAX
1525,FR,INSTITUT POLYTECHNIQUE UNILASALLE
1526,FR,INSTITUT PROTESTANT DE THEOLOGIE ASSOCIATION
1527,FR,INSTITUT REGIONAL DE TRAVAIL SOCIAL PACA ET CORSE
1528,FR,INSTITUT RÉGIONAL DE FORMATION SANITAIRE ET SOCIALE CROIX-ROUGE FRANÇAISE CENTRE
1529,FR,INSTITUT SUPERIEUR COMMUNICAT PUBLICITE
1530,FR,INSTITUT SUPERIEUR D'AGRICULTURE RHONE ALPES I.S.A.R.A
1531,FR,INSTITUT SUPERIEUR D'INGENIERIE D'AFFAIRES LE MANS/INSTITUT DE PROMOTION INDUSTRIELLE LE MANS
1532,TN,INSTITUT SUPERIEUR DE BIOTECHNOLOGIE DE SIDI THABET
1533,FR,INSTITUT SUPERIEUR DE L'AERONAUTIQUE ET DE L'ESPACE
1534,FR,INSTITUT SUPERIEUR DE MECANIQUE DE PARIS
1535,FR,INSTITUT SUPERIEUR DES ARTS DE TOULOUSE
1536,FR,"INSTITUT SUPERIEUR DES SCIENCES AGRONOMIQUES, AGROALIMENTAIRES, HORTICOLES ET DU PAYSAGE"
1537,FR,INSTITUT SUPÉRIEUR DE GESTION
1538,TN,"INSTITUT SUPÉRIEUR DE L'EDUCATION SPÉCIALISÉE, MANOUBA"
1539,MA,INSTITUT SUPÉRIEUR DE L'INFORMATION ET DE LA COMMUNICATION (ISIC)
1540,FR,INSTITUT SUPÉRIEUR DE RÉÉDUCATION PSYCHOMOTRICE
1541,TN,INSTITUT SUPÉRIEUR DES ARTS MULTIMÉDIA DE LA MANOUBA
1542,FR,INSTITUT SUPÉRIEUR DES BIOTECHNOLOGIES DE PARIS
1543,"ID",INSTITUT TEKNOLOGI BANDUNG
1544,"ID",INSTITUT TEKNOLOGI NASIONAL
1545,"ID",INSTITUT TEKNOLOGI SEPULUH NOPEMBER
1546,MK,INSTITUT ZA BIZNIS EKONOMIJA
1547,MK,INSTITUT ZA OPSTESTVENI I HUMANISTICKI NAUKI SKOPJE
1548,TH,"INSTITUTE FOR POPULATION AND SOCIAL RESEARCH, MAHIDOL UNIVERSITY"
1549,RU,INSTITUTE FOR SLAVIC STUDIES RUSSIAN ACADEMY OF SCIENCES
1550,UA,"INSTITUTE OF COMBUSTION AND ADVANCED TECHNOLOGIES, ODESSA I.I.MECHNIKOV NATIONAL UNIVERSITY"
1551,UA,INSTITUTE OF HIGHER EDUCATION OF NATIONAL ACADEMY OF EDUCATIONAL SCIENCES OF UKRAINE
1552,UZ,INSTITUTE OF HISTORY OF ACADEMY OF SCIENCES OF REPUBLIC OF UZBEKISTAN
1553,UA,INSTITUTE OF MATHEMATICS OF THE NATIONAL ACADEMY OF SCIENCES OF UKRAINE
1554,RS,INSTITUTE OF NUCLEAR SCIENCES VINCA
1555,IE,INSTITUTE OF TECHNOLOGY BLANCHARDSTOWN (ITB)
1556,IE,INSTITUTE OF TECHNOLOGY CARLOW
1557,KH,INSTITUTE OF TECHNOLOGY OF CAMBODIA
1558,MY,INSTITUTE OF TECHNOLOGY PETRONAS SDN BHD
1559,IE,INSTITUTE OF TECHNOLOGY SLIGO - ITS
1560,IE,INSTITUTE OF TECHNOLOGY TALLAGHT
1561,IE,INSTITUTE OF TECHNOLOGY TRALEE
1562,MT,INSTITUTE OF TOURISM STUDIES
1563,MD,INSTITUTIA DE INVATAMINT INSTITUTUL INTERNATIONAL DE MANAGEMENT IMI-NOVA
1564,MD,INSTITUTIA INVATAMINT UNIVERSITATEADE STAT DIN COMRAT
1565,MD,INSTITUTIA PUBLICA ACADEMIA DE MUZICA TEATRU SI ARTE PLASTICE
1566,KG,INSTITUTION OF HIGHER EDUCATION KYRGYZ NATIONAL AGRARIAN UNIVERSITY NAMED AFTER K.I. SKRYABIN
1567,AR,"INSTITUTO DE INVESTIGACIONES GINO GERMANI, UNIVERSITY OF BUENOS AIRES"
1568,PT,INSTITUTO LEONARDO DA VINCI - ESTAL
1569,PT,"INSTITUTO PIAGET - COOPERATIVA PARA DESENVOLVIMENTO HUMANO INTEGRAL E ECOLÓGICO, CRL"
1570,PT,INSTITUTO POLITECNICO DA GUARDA
1571,PT,INSTITUTO POLITECNICO DE BEJA
1572,PT,INSTITUTO POLITECNICO DE BRAGANCA
1573,PT,INSTITUTO POLITECNICO DE CASTELO BRANCO
1574,PT,INSTITUTO POLITECNICO DE COIMBRA
1575,PT,INSTITUTO POLITECNICO DE LEIRIA
1576,PT,INSTITUTO POLITECNICO DE LISBOA
1577,PT,INSTITUTO POLITECNICO DE SANTAREM
1578,PT,INSTITUTO POLITECNICO DE SETUBAL
1579,PT,INSTITUTO POLITECNICO DE TOMAR
1580,PT,INSTITUTO POLITECNICO DE VIANA DE CASTELO
1581,PT,INSTITUTO POLITECNICO DE VISEU
1582,PT,INSTITUTO POLITECNICO DO CAVADO E DO AVE
1583,PT,INSTITUTO POLITECNICO DO PORTO
1584,PT,INSTITUTO POLITÉCNICO DE PORTALEGRE
1585,PT,"INSTITUTO PORTUGUÊS DE ADMINISTRAÇÃO DE MARKETING (LISBOA) -  ENSILIS - EDUCAÇÃO E FORMAÇÃO, UNIPESSOAL LDA"
1586,PT,"INSTITUTO PORTUGUÊS DE ADMINISTRAÇÃO DE MARKETING (PORTO) ENSILIS - EDUCAÇÃO E FORMAÇÃO, UNIPESSOAL LDA"
1587,CL,INSTITUTO PROFESIONAL ALEMÁN WILHELM VON HUMBOLDT
1588,MX,INSTITUTO SUPERIOR DE CIENCIAS DE LA EDUCACIÓN DEL ESTADO DE MÉXICO
1589,PT,INSTITUTO SUPERIOR MIGUEL TORGA
1590,PT,INSTITUTO SUPERIOR NOVAS PROFISSÕES -- CODEPA
1591,CU,INSTITUTO SUPERIOR POLITECNICO JOSE ANTONIO ECHEVERRIA
1592,PT,INSTITUTO SUPERIOR POLITÉCNICO GAYA
1593,IT,INSTITUTO SUPERIORE DI STDUDI MUSICALI - CONSERVATORIO DI MUSICA GIORGIO FEDERICO GHEDINI DI CUNEO
1594,AR,INSTITUTO TECNOLOGICO DE BUENOS AIRES FUNDACION
1595,CR,INSTITUTO TECNOLOGICO DE COSTA RICA
1596,DO,INSTITUTO TECNOLOGICO DE SANTO DOMINGO
1597,DO,INSTITUTO TECNOLOGICO DE SANTO DOMINGO - INTEC
1598,MX,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE AC
1599,MX,INSTITUTO TECNOLÓGICO AUTÓNOMO DE MÉXICO
1600,PT,INSTITUTO UNIVERSITARIO DE LISBOA
1601,MD,INSTITUTUL DE RELATII INTERNATIONALE DIN MOLDOVA
1602,PL,INSTYTUT BIOLOGII DOSWIADCZALNEJ IM. M. NENCKIEGO POLSKIEJ AKADEMII NAUK
1603,PL,INSTYTUT FILOZOFII I SOCJOLOGII POLSKIEJ AKADEMII NAUK
1604,MK,INTEGRATED BUSINESS FACULTY PU
1605,IN,INTER-UNIVERSITY CENTRE FOR ASTRONOMY AND ASTROPHYSICS
1606,IL,INTERDISCIPLINARY CENTER (IDC) HERZLIYA
1607,KG,INTERDISCIPLINARY CENTER (IDC) HERZLIYA
1608,BA,INTERNACIONALNI UNIVERZITET TRAVNIK
1609,BA,INTERNACIONALNI UNIVERZITET TRAVNIK U TRAVNIKU
1610,BA,INTERNACIONALNI UNIVERZITET U SARAJEVU
1611,MK,INTERNATIONAL BALKAN UNIVERSITY
1612,GE,INTERNATIONAL BLACK SEA UNIVERSITY LTD
1613,XK,INTERNATIONAL BUSINESS COLLEGE MITROVICA
1614,BG,INTERNATIONAL BUSINESS SCHOOL
1615,MY,INTERNATIONAL CENTRE FOR EDUCATION IN ISLAMIC FINANCE (INCEIF)
1616,AU,INTERNATIONAL COLLEGE OF MANAGEMENT SYDNEY
1617,KZ,INTERNATIONAL EDUCATIONAL CORPORATION
1618,UG,INTERNATIONAL HEALTH SCIENCES UNIVERSITY
1619,MY,INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA
1620,IN,INTERNATIONAL MANAGEMENT INSTITUTE KOLKATA (ALIPORE INSTITUTE OF MANAGEMENT AND TECHNOLOGY)
1621,DE,INTERNATIONAL PSYCHOANALYTIC UNIVERSITY BERLIN GGMBH
1622,KZ,INTERNATIONAL UNIVERSITY OF INFORMATION TECHNOLOGIES
1623,KG,INTERNATIONAL UNIVERSITY OF KYRGYZ REPUBLIC
1624,KG,INTERNATIONAL UNIVERSITY OF KYRGYZSTAN
1625,MK,INTERNATIONAL UNIVERSITY OF STRUGA
1626,EL,IONIAN UNIVERSITY
1627,FR,IPAC
1628,FR,IPC FACULTÉS LIBRES DE PHILOSOPHIE ET PSYCHOLOGIE
1629,RU,IRKUTSK STATE UNIVERSITY
1630,FR,ISA YNCRÉA HAUTS DE FRANCE
1631,FR,ISC PARIS
1632,GE,ISET POLICY INSTITUTE
1633,IR,ISFAHAN UNIVERSITY OF TECHNOLOGY
1634,TR,ISIK UNIVERSITY
1635,TR,ISKENDERUN TECHNICAL UNIVERSITY
1636,NL,ISLAMIC UNIVERSITY OF APPLIED SCIENCES ROTTERDAM
1637,PS,ISLAMIC UNIVERSITY OF GAZA
1638,DE,ISM INTERNATIONAL SCHOOL OF MANAGEMENT GMBH - GEMEINNUETZIGE GESELLSCHAFT
1639,LT,ISM VADYBOS IR EKONOMIKOS UNIVERSITETAS UAB
1640,PT,ISPA CRL
1641,FR,ISRP RÉGION
1642,IT,ISSM P. MASCAGNI
1643,KG,ISSYKKUL STATE UNIVERSITY NAMED AFTER K.TYNYSTANOV
1644,DE,IST-HOCHSCHULE FUR MANAGEMENT GMBH
1645,TR,ISTANBUL 29 MAYIS UNIVERSITESI
1646,TR,ISTANBUL AREL UNIVERSITESI
1647,TR,ISTANBUL AYDIN UNIVERSITESI VAKFI
1648,TR,ISTANBUL AYVANSARAY UNIVERSITESI
1649,TR,ISTANBUL BILGI UNIVERSITESI
1650,TR,ISTANBUL ESENYURT UNIVERSITY
1651,TR,ISTANBUL GELISIM UNIVERSITESI
1652,TR,ISTANBUL KULTUR UNIVERSITY
1653,TR,ISTANBUL MEDENIYET UNIVERSITY
1654,TR,ISTANBUL MEDIPOL UNIVERSITESI VAFKI
1655,TR,ISTANBUL OKAN UNIVERSITESI
1656,TR,ISTANBUL RUMELI UNIVERSITESI
1657,TR,ISTANBUL SABAHATTIN ZAIM UNIVERSITY
1658,TR,ISTANBUL SEHIR UNIVERSITESI
1659,TR,ISTANBUL SISLI MESLEK YUKSEKOKULU
1660,TR,ISTANBUL TEKNIK UNIVERSITESI
1661,TR,ISTANBUL TICARET UNIVERSITESI
1662,TR,ISTANBUL UNIVERSITESI
1663,TR,ISTANBUL YENI YUZYIL UNIVERSITY
1664,ES,ISTITUTO EUROPEO DI DESIGN SL
1665,IT,"ISTITUTO MUSICALE ""GAETANO DONIZETTI"" (ISTITUTO SUPERIORE DI STUDI MUSICALI) - BERGAMO"
1666,IT,"ISTITUTO SUPERIORE DI STUDI MUSICALI ""FRANCO VITTADINI"""
1667,IT,"ISTITUTO SUPERIORE DI STUDI MUSICALI ""RINALDO FRANCI"""
1668,IT,"ISTITUTO SUPERIORE DI STUDI MUSICALI ""VINCENZO BELLINI"" CATANIA"
1669,IT,ISTITUTO SUPERIORE DI STUDI MUSICALI DI REGGIO EMILIA E CASTELNOVO NE' MONTI
1670,IT,ISTITUTO SUPERIORE DI STUDI MUSICALI G. BRICCIALDI TERNI
1671,IT,ISTITUTO SUPERIORE DI STUDI MUSICALI O.VECCHI - A.TONELLI DI MODENA
1672,IT,ISTITUTO SUPERIORE INDUSTRIE ARTISTICHE URBINO
1673,IT,ISTITUTO SUPERIORE PER LE INDUSTRIE ARTISTICHE
1674,IT,ISTITUTO SUPERIORE PER LE INDUSTRIE ARTISTICHE - I.S.I.A.
1675,IT,ISTITUTO SUPERIORE PER LE INDUSTRIE ARTISTICHE FAENZA
1676,FR,ISTOM ECOLE SUPÉRIEURE D'AGRO-DÉVELOPPEMENT INTERNATIONAL
1677,DK,IT-UNIVERSITETET I KOBENHAVN
1678,FI,ITA-SUOMEN YLIOPISTO
1679,FR,ITECH-LYON
1680,FR,ITESCIA
1681,DE,IUBH INTERNATIONALE HOCHSCHULE
1682,IT,IUM ACADEMY SCHOOL
1683,UA,IVAN FRANKO NATIONAL UNIVERSITY OF LVIV
1684,GE,IVANE JAVAKHISHVILI TBILISI STATE UNIVERSITY
1685,UA,IVANO-FRANKIVSK NATIONAL TECHNICAL UNIVERSITY OF OIL AND GAS
1686,RU,IVANOVO STATE UNIVERSITY
1687,JP,IWATE PREFECTURAL UNIVERSITY
1688,TR,IZMIR EKONOMI UNIVERSITESI
1689,TR,IZMIR INSTITUTE OF TECHNOLOGY
1690,TR,IZMIR KATIP CELEBI UNIVERSITESI
1691,TR,IZMIR KAVRAM MESLEK YUKSEKOKULU
1692,DE,JACOBS UNIVERSITY BREMEN GGMBH
1693,IN,JADAVPUR UNIVERSITY
1694,DE,JADE HOCHSCHULE WILHELMSHAVEN/OLDENBURG/ELSFLETH
1695,UZ,JAHON OITISODIYOTI VA DIPLOMATIVA UNIVERSITETI
1696,AT,JAM MUSIC LAB PRIVATE UNIVERSITY FOR JAZZ AND POPULAR MUSIC VIENNA
1697,CZ,JANACKOVA AKADEMIE MUZICKYCH UMENI V BRNE
1698,ME,JAVNA USTANOVA UNIVERZITET CRNE GORE PODGORICA
1699,BA,JAVNA USTANOVA UNIVERZITET U TUZLI UNIVERSITAS STUDIORUM TUZLAENSIS
1700,BA,JAVNA USTANOVA UNIVERZITET U ZENICI UNIVERSITAS STUDIORUM ZENICAENSIS
1701,IN,JAWAHARLAL NEHRU UNIVERSITY
1702,LV,JAZEPA VITOLA LATVIJAS MUZIKAS AKADEMIJA
1703,CN,JIANGSU NORMAL UNIVERSITY
1704,CN,JIANGXI UNIVERSITY OF FINANCE AND ECONOMICS
1705,BT,"JIGME NAMGYEL ENGINEERING COLLEGE, ROYAL UNIVERSITY OF BHUTAN"
1706,CZ,JIHOCESKA UNIVERZITA V CESKYCH BUDEJOVICICH
1707,DZ,JIJEL UNIVERSITY
1708,CN,JILIN UNIVERSITY
1709,ET,JIMMA UNIVERSITY
1710,CN,JINGGANGSHAN UNIVERSITY
1711,CN,JINLING COLLEGE OF NANJING UNIVERSITY
1712,IN,JMJ EDUCATION SOCIETY
1713,DE,JOHANN WOLFGANG GOETHE-UNIVERSITATFRANKFURT AM MAIN
1714,DE,JOHANNES GUTENBERG-UNIVERSITAT MAINZ
1715,KZ,JOINT STOCK COMPANY KAZGUU UNIVERSITY
1716,KZ,JOINT STOCK COMPANY NARXOZ UNIVERSITY
1717,JO,JORDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY
1718,DE,JULIUS-MAXIMILIANS-UNIVERSITAT WURZBURG
1719,US,JUNIATA COLLEGE
1720,DE,JUSTUS-LIEBIG-UNIVERSITAET GIESSEN
1721,FI,JYVASKYLAN AMMATTIKORKEAKOULU
1722,FI,JYVASKYLAN YLIOPISTO
1723,FI,KAAKKOIS-SUOMEN AMMATTIKORKEAKOULU OY
1724,AF,KABUL MEDICAL UNIVERSITY
1725,TR,KADIR HAS UNIVERSITESI
1726,TR,KAFKAS UNIVERSITESI
1727,JP,KAGAWA UNIVERSITY
1728,TR,KAHRAMANMARAS SUTCU IMAM UNIVERSITESI
1729,FI,KAJAANIN AMMATTIKORKEAKOULU OY
1730,IN,KALINGA INSTITUTE OF INDUSTRIAL TECHNOLOGY
1731,UA,KAMYANETS-PODILSKYI IVAN OHIENKO NATIONAL UNIVERSITY
1732,JP,KANAZAWA SEIRYO UNIVERSITY
1733,JP,KANAZAWA UNIVERSITY
1734,AF,KANDAHAR UNIVERSITY
1735,HU,KAPOSVARI EGYETEM
1736,TR,KARABUK UNIVERSITY
1737,TR,KARADENIZ TEKNIK UNIVERSITESI
1738,KZ,KARAGANDA ECONOMIC UNIVERSITY OF KAZPOTREBSOYUZ
1739,KZ,KARAGANDA STATE MEDICAL UNIVERSITY
1740,TR,KARAMANOGLU MEHMETBEY UNIVERSITY
1741,KE,KARATINA UNIVERSITY
1742,BE,KAREL DE GROTE HOGESCHOOL KATHOLIEKE HOGESCHOOL ANTWERPEN
1743,FI,KARELIA AMMATTIKORKEAKOULU OY
1744,MM,KAREN BAPTIST THEOLOGICAL SEMINARY
1745,PL,KARKONOSKA PANSTWOWA SZKOLA WYZSZA W JELENIEJ GORZE
1746,DE,KARLSHOCHSCHULE GEMEINNÜTZIGE GMBH
1747,DE,KARLSRUHER INSTITUT FUER TECHNOLOGIE
1748,SE,KARLSTADS UNIVERSITET
1749,HU,KAROLI GASPAR REFORMATUS EGYETEM
1750,SE,KAROLINSKA INSTITUTET
1751,PL,KARPACKA PAŃSTWOWA UCZELNIA W KROŚNIE
1752,TH,KASETSART UNIVERSITY
1753,TR,KASTAMONU UNIVERSITESI
1754,NP,KATHMANDU UNIVERSITY
1755,BE,KATHOLIEKE HOGESCHOOL VIVES NOORD
1756,BE,KATHOLIEKE HOGESCHOOL VIVES ZUID
1757,BE,KATHOLIEKE UNIVERSITEIT LEUVEN
1758,DE,KATHOLISCHE FACHHOCHSCHULE NORDRHEIN-WESTFALEN
1759,DE,KATHOLISCHE HOCHSCHULE FREIBURG GGMBH
1760,DE,KATHOLISCHE HOCHSCHULE FÜR SOZIALWESEN BERLIN (KHSB)
1761,DE,KATHOLISCHE HOCHSCHULE MAINZ
1762,AT,KATHOLISCHE PRIVAT - UNIVERSITAT LINZ
1763,DE,KATHOLISCHE STIFTUNGSHOCHSCHULE MÜNCHEN HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN DER KIRCHLICHEN
1764,DE,KATHOLISCHE UNIVERSITAT EICHSTATT-INGOLSTADT
