Institution Name;English Institution Name;Country Code;Institution Category - English;Name of the city;Geographic coordinates - latitude;Geographic coordinates - longitude;Total students enrolled ISCED 5-7
Çağ Üniversitesi;Çağ University;TR;Foundation University;Mersin;36,975726;35,07697;4814
Çankaya Üniversitesi;Çankaya University;TR;Foundation University;Ankara;39,818549;32,562378;8626
Doğuş Üniversitesi;Doğuş University;TR;Foundation University;İstanbul;41,000388;29,047765;6424
Fatih Sultan Mehmet Vakıf Üniversitesi;Fatih Sultan Mehmet Vakif University;TR;Foundation University;İstanbul;41,016233;28,953111;6089
İstanbul Gedik Üniversitesi;İstanbul Gedik University;TR;Foundation University;İstanbul;40,901546;29,219381;4208
Haliç Üniversitesi;Haliç University;TR;Foundation University;İstanbul;41,056171;28,950821;10482
Hasan Kalyoncu Üniversitesi;Hasan Kalyoncu University;TR;Foundation University;Gaziantep;37,006546;37,436537;7620
Işık Üniversitesi;Işık University;TR;Foundation University;İstanbul;41,168834;29,564038;7106
İhsan Doğramacı Bilkent Üniversitesi;İhsan Doğramacı Bilkent University;TR;Foundation University;Ankara;39,871294;32,749958;11996
İstanbul 29 Mayıs Üniversitesi;İstanbul 29 Mayıs University;TR;Foundation University;İstanbul;41,032144;29,099103;1361
İstanbul Arel Üniversitesi;İstanbul Arel University;TR;Foundation University;İstanbul;41,055218;28,500325;19308
İstanbul Aydın Üniversitesi;İstanbul Aydın University;TR;Foundation University;İstanbul;40,9919;28,7975;38322
İstanbul Bilgi Üniversitesi;İstanbul Bilgi University;TR;Foundation University;İstanbul;41,072894;28,991525;29025
İstanbul Bilim Üniversitesi;İstanbul Bilim University;TR;Foundation University;İstanbul;41,069102;29,012365;2936
İstanbul Gelişim Üniversitesi;İstanbul Gelişim University;TR;Foundation University;İstanbul;40,99794;28,698867;22529
İstanbul Kemerburgaz Üniversitesi;Istanbul Kemerburgaz University;TR;Foundation University;İstanbul;41,070019;29,012859;7240
İstanbul Kültür Üniversitesi;İstanbul Kültür University;TR;Foundation University;İstanbul;40,991296;28,832136;14599
İstanbul Medipol Üniversitesi;İstanbul Medipol University;TR;Foundation University;İstanbul;41,021387;28,959405;20238
İstanbul Sabahattin Zaim Üniversitesi;İstanbul Sabahattin Zaim University;TR;Foundation University;İstanbul;41,033246;28,788951;6754
İstanbul Şehir Üniversitesi;İstanbul Şehir University;TR;Foundation University;İstanbul;40,905118;29,15624;4821
İstanbul Ticaret Üniversitesi;İstanbul Commerce University;TR;Foundation University;İstanbul;40,952859;29,119578;8046
İzmir Ekonomi Üniversitesi;İzmir University of Economics;TR;Foundation University;İzmir;38,38829;27,045076;9893
Kadir Has Üniversitesi;Kadir Has University;TR;Foundation University;İstanbul;41,024879;28,958769;6722
Koç Üniversitesi;Koç University;TR;Foundation University;İstanbul;41,200659;29,07303;7349
KTO Karatay Üniversitesi;KTO Karatay University;TR;Foundation University;Konya;37,866784;32,534002;5966
Maltepe Üniversitesi;Maltepe University;TR;Foundation University;İstanbul;40,959761;29,187569;11361
Nişantaşı Üniversitesi;Nişantaşı University;TR;Foundation University;İstanbul;41,119351;29,009835;22031
Nuh Naci Yazgan Üniversitesi;Nuh Naci Yazgan University;TR;Foundation University;Kayseri;38,785694;35,406275;3197
Okan Üniversitesi;Okan University;TR;Foundation University;İstanbul;40,951841;29,392131;23411
Özyeğin Üniversitesi;Özyeğin University;TR;Foundation University;İstanbul;41,029398;29,259252;7434
Piri Reis Üniversitesi;Piri Reis University;TR;Foundation University;İstanbul;40,815415;29,290782;3079
Sabancı Üniversitesi;Sabancı University;TR;Foundation University;İstanbul;40,890052;29,37466;4420
TED Üniversitesi;TED University;TR;Foundation University;Ankara;39,923249;32,861672;2024
TOBB Ekonomi ve Teknoloji Üniversitesi;TOBB University of Economics and Technology;TR;Foundation University;Ankara;39,921307;32,798752;5929
Toros Üniversitesi;Toros University;TR;Foundation University;Mersin;36,794758;34,591586;3718
Türk Hava Kurumu Üniversitesi;University of Turkish Aeronautical Association;TR;Foundation University;Ankara;39,945554;32,687084;6268
Ufuk Üniversitesi;Ufuk University;TR;Foundation University;Ankara;39,910297;32,813429;5124
Uluslararası Antalya Üniversitesi;Uluslararası Antalya University;TR;Foundation University;Antalya;37,051724;30,621191;2400
Üsküdar Üniversitesi;Üsküdar University;TR;Foundation University;İstanbul;41,02495;29,039238;13432
Yaşar Üniversitesi;Yaşar University;TR;Foundation University;İzmir;38,454768;27,20179;10511
Yeditepe Üniversitesi;Yeditepe University;TR;Foundation University;İstanbul;40,97304;29,152818;24739
İstanbul Yeni Yüzyıl Üniversitesi;İstanbul Yeni Yüzyıl University;TR;Foundation University;İstanbul;41,016524;28,906578;8707
Avrupa Meslek Yüksekokulu;European Vocational School;TR;Foundation Vocational Training School;İstanbul;40,996473;28,917894;2291
Beykoz Üniversitesi;Beykoz University;TR;Foundation Vocational Training School;İstanbul;41,095768;29,092072;2069
Faruk Saraç Tasarım Meslek Yüksekokulu;Faruk Saraç Vocational School of Design;TR;Foundation Vocational Training School;Bursa;40,186846;29,048185;505
İstambul Kavram Meslek Yüksekokulu;İstambul Kavram Meslek Yüksekokulu;TR;Foundation Vocational Training School;İstanbul;41,04741;29,076655;3993
Kapadokya Üniversitesi;Cappadocia University;TR;Foundation Vocational Training School;Nevşehir;38,58507;34,901457;3818
İstanbul Ayvansaray Üniversitesi;İstanbul Ayvansaray University;TR;Foundation Vocational Training School;İstanbul;41,038048;28,944727;5387
Polis Akademisi;Turkish National Police Academy;TR;Other higher education institutions;Ankara;39,804483;32,838494;m
MEF Üniversitesi;MEF University;TR;Foundation University;İstanbul;41,10846;29,006832;1915
Istanbul Şişli Meslek Yüksekokulu;İstanbul Şisli Vocational School;TR;Foundation Vocational Training School;İstanbul;41,067923;29,008978;2520
Ataşehir Adıgüzel Meslek Yüksekokulu;Ataşehir Adıgüzel Vocational School;TR;Foundation Vocational Training School;İstanbul;40,995433;29,142251;1681
Ankara Sosyal Bilimler Üniversitesi;Social Sciences University of Ankara;TR;State University;Ankara;39,942763;32,856413;447
İstanbul Esenyurt Üniversitesi;İstanbul Esenyurt University;TR;Foundation University;İstanbul;41,020291;28,687458;5761
Sanko Üniversitesi;Sanko University;TR;Foundation University;Gaziantep;37,071799;37,366723;923
Konya Gıda Ve Tarım Üniversitesi;Konya Food and Agriculture University;TR;Foundation University;Konya;37,875767;32,474863;102
Yüksek İhtisas Üniversitesi;Yüksek İhtisas University;TR;Foundation University;Ankara;39,900385;32,815277;299
Biruni Üniversitesi;Biruni University;TR;Foundation University;İstanbul;41,003642;28,920196;6512
Bandırma Onyedi Eylül Üniversitesi;Bandırma Onyedi Eylül University;TR;State University;Balıkesir;40,337502;27,936058;9877
İskenderun Teknik Üniversitesi;İskenderun Technical University;TR;State University;İskenderun;36,577321;36,153762;13954
Alanya Alaaddin Keykubat Üniversitesi;Alanya Alaaddin Keykubat University;TR;State University;Alanya;36,525192;32,081586;8100
İstanbul Rumeli Üniversitesi;İstanbul Rumeli University;TR;Foundation University;İstanbul;41,079002;28,270164;676
İstinye Üniversitesi;İstinye University;TR;Foundation University;İstanbul;41,014548;28,905046;604
Sağlık Bilimleri Üniversitesi;University of Health Sciences;TR;State University;İstanbul;41,004959;29,020546;2225
İzmir Bakırçay Üniversitesi;İzmir Bakırçay University;TR;Foundation University;İzmir;38,581999;26,964026;m
Milli Savunma Üniversitesi;National Defense University;TR;State University;İstanbul;41,094637;29,014296;m
İzmir Demokrasi Üniversitesi;İzmir Demokrasi University;TR;State University;İzmir;38,39357;27,073676;m
İstanbul Kent Üniversitesi;İstanbul Kent University;TR;State University;İstanbul;41,033447;28,98408;m
Anglia Ruskin University;Anglia Ruskin University;UK;University;Chelmsford;51,74231;0,473356;21590
Aston University;Aston University;UK;University;Birmingham;52,486637;-1,890952;13275
Bath Spa University;Bath Spa University;UK;University;Bath;51,375826;-2,438589;7850
The University of Bath;The University of Bath;UK;University;Bath;51,379338;-2,328947;15675
University of Bedfordshire;University of Bedfordshire;UK;University;Luton;51,877869;-0,409304;13760
Birkbeck, University of London;Birkbeck, University of London;UK;University;London;51,521891;-0,130359;12160
Birmingham City University;Birmingham City University;UK;University;Birmingham;52,482265;-1,888833;23660
University of Birmingham;University of Birmingham;UK;University;Birmingham;52,45082;-1,930515;32205
University College Birmingham;University College Birmingham;UK;University college;Birmingham;52,481397;-1,906345;4935
Bishop Grosseteste University;Bishop Grosseteste University;UK;University college;Lincoln;53,2438;-0,536554;2195
The University of Bolton;The University of Bolton;UK;University;Bolton;53,572628;-2,438079;6190
The Arts University Bournemouth;The Arts University Bournemouth;UK;University college;Poole;50,741006;-1,897938;3310
Bournemouth University;Bournemouth University;UK;University;Poole;50,742456;-1,896105;19665
The University of Bradford;The University of Bradford;UK;University;Bradford;53,79151;-1,766485;10665
The University of Brighton;The University of Brighton;UK;University;Brighton;50,842046;-0,119894;21220
The University of Bristol;The University of Bristol;UK;University;Bristol;51,458409;-2,602965;21530
Brunel University London;Brunel University London;UK;University;Uxbridge;51,532875;-0,471227;12595
Buckinghamshire New University;Buckinghamshire New University;UK;University;High Wycombe;51,627917;-0,753404;8830
The University of Buckingham;The University of Buckingham;UK;University;Buckingham;51,996161;-0,991863;2325
The University of Cambridge;The University of Cambridge;UK;University;Cambridge;52,204241;0,114802;14650
The Institute of Cancer Research;The Institute of Cancer Research;UK;University;London;51,49068;-0,181631;130
Canterbury Christ Church University;Canterbury Christ Church University;UK;University;Canterbury;51,277922;1,090648;14630
University of Central Lancashire;University of Central Lancashire;UK;University;Preston;53,764487;-2,708353;23485
Royal Central School of Speech & Drama;Royal Central School of Speech & Drama;UK;University;London;51,544325;-0,174205;1075
University of Chester;University of Chester;UK;University;Chester;53,198604;-2,898165;14905
The University of Chichester;The University of Chichester;UK;University;Chichester;50,844901;-0,775821;5445
City, University of London;City, University of London;UK;University;London;51,527824;-0,102555;18885
Courtauld Institute of Art;Courtauld Institute of Art;UK;University college;London;51,511602;-0,117392;440
Coventry University;Coventry University;UK;University;Coventry;52,407152;-1,503746;31145
Cranfield University;Cranfield University;UK;University;Cranfield;52,074161;-0,627015;3095
University for the Creative Arts;University for the Creative Arts;UK;University;Farnham;51,215044;-0,805374;6140
University of Cumbria;University of Cumbria;UK;University;Carlisle;54,891163;-2,921417;8545
De Montfort University;De Montfort University;UK;University;Leicester;52,629312;-1,137676;22735
University of Derby;University of Derby;UK;University;Derby;52,938527;-1,496681;17325
University of Durham;University of Durham;UK;University;Durham;54,768112;-1,571874;16900
University of East Anglia;University of East Anglia;UK;University;Norwich;52,622369;1,241391;16210
University of East London;University of East London;UK;University;London;51,50759;0,065065;12805
Edge Hill University;Edge Hill University;UK;University;Ormskirk;53,559618;-2,873855;15065
The University of Essex;The University of Essex;UK;University;Colchester;51,877684;0,947205;13925
The University of Exeter;The University of Exeter;UK;University;Exeter;50,737118;-3,535137;21685
Falmouth University;Falmouth University;UK;University college;Falmouth;50,149179;-5,070675;5360
University of Gloucestershire;University of Gloucestershire;UK;University;Cheltenham;51,887774;-2,088345;8245
Goldsmiths, University of London;Goldsmiths, University of London;UK;University;London;51,474273;-0,035413;8950
The University of Greenwich;The University of Greenwich;UK;University;Greenwich;51,482525;-0,006788;19480
Harper Adams University;Harper Adams University;UK;University college;Newport;52,779367;-2,427107;5350
University of Hertfordshire;University of Hertfordshire;UK;University;Hatfield;51,751837;-0,238819;24085
Heythrop College;Heythrop College;UK;University;London;51,499224;-0,190353;410
The University of Huddersfield;The University of Huddersfield;UK;University;Huddersfield;53,642827;-1,778081;17210
The University of Hull;The University of Hull;UK;University;Kingston Upon Hull;53,773685;-0,368106;15765
Imperial College London;Imperial College London;UK;University;London;51,498794;-0,174876;13550
Keele University;Keele University;UK;University;Keele;53,003417;-2,272086;10190
The University of Kent;The University of Kent;UK;University;Canterbury;51,298524;1,071613;19080
"King's College London";"King's College London";UK;University;London;51,511445;-0,116002;28155
Kingston University;Kingston University;UK;University;Kingston upon Thames;51,403204;-0,303506;19025
The University of Lancaster;The University of Lancaster;UK;University;Bailrigg;54,010338;-2,787854;12150
Leeds Beckett University;Leeds Beckett University;UK;University;Leeds;53,803635;-1,54743;24385
The University of Leeds;The University of Leeds;UK;University;Leeds;53,807958;-1,553329;30805
Leeds Trinity University;Leeds Trinity University;UK;University college;Leeds;53,848776;-1,646936;3560
The University of Leicester;The University of Leicester;UK;University;Leicester;52,621066;-1,124725;15490
The University of Lincoln;The University of Lincoln;UK;University;Lincoln;53,228487;-0,547796;13690
Liverpool Hope University;Liverpool Hope University;UK;University;Liverpool;53,391475;-2,891936;5090
Liverpool John Moores University;Liverpool John Moores University;UK;University;Liverpool;53,403522;-2,971318;21865
The University of Liverpool;The University of Liverpool;UK;University;Liverpool;53,405904;-2,965611;25035
